portalName,section,area,region,state,communities
"Region 709",13,I,709,Pe,"FAIRFIELD, EMMITSBURG, BLUE RIDGE SUMMIT, ORTANNA, TANEYTOWN, HAMILTON TOWNSHIP, GETTYSBURG, CARROLL VALLEY"
"Region 71",10,V,71,Ca,"BELL CANYON, CALABASAS, CANOGA PARK, CHATSWORTH, ENCINO, HIDDEN HILLS, RESEDA, TARZANA, WEST HILLS, WINNETKA, WOODLAND HILLS"
"Region 710",2,E,710,Ne,"NORTH VALLEY, RENO, RENO"
"Region 711",13,H,711,Pe,"BERWICK, NESCOPECK"
"Region 712",11,S,712,Ca,"IMPERIAL BEACH, SAN DIEGO-SOUTH, SAN YSIDRO"
"Region 714",12,E,714,Te,"FREDERICKSBURG, STONEWALL, HARPER"
"Region 715",3,B,715,Rh,"EAST PROVIDENCE, PAWTUCKET, RIVERSIDE, RUMFORD, PROVIDENCE"
"Region 716",10,Q,716,Ca,NIPOMO
"Region 717",6,C,717,Il,"LOCKPORT, CREST HILL, HOMER GLEN, ROMEOVILLE, LEMONT, JOLIET, PLAINFIELD"
"Region 718",6,H,718,Il,"SYCAMORE, CORTLAND"
"Region 721",8,G,721,Mi,"DAVISON AREA, GOODRICH, LAPEER, BURTON"
"Region 722",5,E,722,So,"CAMPOBELLO, CHESNEE, COWPENS, FAIRFOREST, FINGERVILLE, INMAN, MAYO, SPARTANBURG, SPARTANBURG NORTH, STARTEX, WELLFORD, BOILING SPRINGS, LANDRUM, TRYON, CANNONS CAMPGROUND, WOODRUFF, GAFFNEY, LYMAN"
"Region 723",5,E,723,So,"SPARTANBURG EAST"
"Region 724",13,H,724,Pe,"HUNLOCK CREEK, HUNTINGTON MILLS, N.W. SCHOOL DISTRICT, SHICKSHINNY, SWEET VALLEY"
"Region 725",8,D,725,Mi,"ATHENS, BATTLE CREEK, CERESCO, HARPER CREEK, PENNFIELD, SPRINGFIELD"
"Region 727",5,G,727,Te,"ROANE COUNTY"
"Region 728",13,D,728,Pe,"GREATER JOHNSTOWN"
"Region 73",10,A,73,Ca,"BAKERSFIELD, BAKERSFIELD E, BAKERSFIELD NW, BAKERSFIELD S, BAKERSFIELD S W, BAKERSFIELD CENTRAL, BAKERSFIELD GREATER, BAKERSFIELD WEST, BAKERSFIELD NORTH, OILDALE, SHAFTER, KERN COUNTY, TAFT, ARVIN, LAMONT"
"Region 731",6,B,731,Wi,"ARBOR VITAE, BOULDER JUNCTION, HARSHAW, HAZELHURST, LAC DU FLAMBEAU, LAKE TOMAHAWK, MANITOWISH WATERS, MINOCQUA, PRESQUE ISLE, WINCHESTER, WOODRUFF, MERCER"
"Region 732",3,L,732,Ne,"WOODSTOCK, SHANDAKEN, OLIVE"
"Region 733",6,C,733,Il,"ORLAND PARK, PALOS HEIGHTS, PALOS PARK, PALOS HILLS"
"Region 734",13,D,734,Pe,WINDBER
"Region 735",6,D,735,Il,"EVANSTON, NE CHICAGO(ROGERS PA, SKOKIE, WILMETTE"
"Region 738",7,A,738,Ha,"HILO, KEAAU, KURTISTOWN, MT. VIEW, PAHOA, PUNA, VOLCANO"
"Region 739",1,S,739,Ne,LAUGHLIN
"Region 74",8,E,74,Mi,"PORTAGE, SCHOOLCRAFT, VICKSBURG"
"Region 740",2,F,740,Ca,"SIERRAVILLE, SODA SPRINGS, TRUCKEE"
"Region 741",10,Q,741,Ca,"ADELAIDE, CRESTON, HERITAGE RANCH, PASO ROBLES, SAN MIGUEL, SHANDON, TEMPLETON"
"Region 742",8,D,742,Mi,"ADDISON, ALLEN, CAMDEN, FRONTIER, HANOVER-HORTON, HILLSDALE, HOMER, JEROME, JONESVILLE, LITCHFIELD, MONTGOMERY, MOSCOW, NORTH ADAMS, QUINCY, READING, SOMERSET, WALDRON"
"Region 746",8,J,746,Mi,"CLARKSVILLE, FENWICK, IONIA, LAKE ODESSA, LOWELL, SARANAC, SURROUNDING AREAS, MAPLE VALLEY"
"Region 747",3,G,747,Ne,"ST. JOHNSVILLE"
"Region 75",11,E,75,Ca,"WHITTIER, SANTA FE SPRINGS, NORWALK"
"Region 750",6,E,750,Io,HARLAN
"Region 751",6,F,751,Il,"CHICAGO SOUTH, HYDE PARK, KENWOOD, SOUTH LOOP, SOUTH SHORE"
"Region 752",1,S,752,Ar,"GOLDEN VALLEY, HACKBERRY, KINGMAN, PEACH SPRINGS, VALENTINE, WIEKIEUP, YUCCA"
"Region 753",8,F,753,Mi,"ELKTON, PIGEON"
"Region 757",12,C,757,Co,"AGUILAR, HOEHNE, PRIMERO, RATON, TRINIDAD, BRANSON, WALSENBURG"
"Region 759",10,E,759,Ca,"AGOURA, CALABASAS, MALIBU, MONTE NIDO, SANTA MONICA, TOPANGA, PACIFIC PALISADES"
"Region 76",1,P,76,Ca,"BEL AIR, BEVERLY HILLS, BRENTWOOD, LOS ANGELES, WEST HOLLYWOOD, WESTWOOD"
"Region 763",13,I,763,Pe,"FANNETT, METAL TOWNSHIPS, SHADE GAP, EAST WATERFORD"
"Region 766",8,G,766,Mi,"AINSWORTH, CARMAN, FLINT, FLUSHING, SWARTZ CREEK, GRAND BLANC, BURTON"
"Region 767",8,J,767,Mi,"KENTWOOD, GAINES TOWNSHIP, CALEDONIA, WYOMING, GRAND RAPIDS, BYRON CENTER, GRANDVILLE, BAILEYS GROVE"
"Region 769",7,E,769,Ha,"EWA BEACH, VILLAGE PARK, WAIKELE"
"Region 77",10,Q,77,Ca,LOMPOC
"Region 771",8,G,771,Mi,FRANKENMUTH
"Region 773",5,F,773,Al,HARTSELLE
"Region 775",13,A,775,Pe,"CLAYSBURG, DUNCANSVILLE, EAST FREEDOM, HOLLIDAYSBURG, LAKEMONT, MARTINSBURG, NEWRY, ROARING SPRING, WILLIAMSBURG"
"Region 778",5,F,778,Al,"ARAB, BAILEYTON, BLOUNTSVILLE, GRASSY, GUNTERSVILLE, JOPPA, LACEY'S SPRG, MORGAN CITY, UNION GRV"
"Region 779",1,B,779,Ca,"CHINO, CHINO HILLS, DIAMOND BAR, ONTARIO, PHILLIPS RANCH, POMONA"
"Region 78",1,P,78,Ca,"EAST HOLLYWOOD, HANCOCK PARK, KOREATOWN, MID-CITY, PICO UNION, WEST ADAMS, WEST HOLLYWOOD, LOS FELIZ, WILSHIRE, SILVER LAKE, HOLLYWOOD, FAIRFAX, PARK LA BREA"
"Region 780",11,R,780,Ca,"CLAIREMONT, KEARNY MESA, LINDA VISTA, MISSION VALLEY, SERRA MESA, LA JOLLA, UNIVERSITY CITY"
"Region 781",13,I,781,Pe,"SHIPPENSBURG AREA"
"Region 782",3,E,782,Ne,"ORISKANY, WESTMORELAND"
"Region 783",6,F,783,Il,"BLUE ISLAND"
"Region 785",11,R,785,Ca,"GOLDEN HILL, HILLCREST, NORMAL HEIGHTS, NORTH PARK, SOUTH PARK"
"Region 789",10,D,789,Ca,"AERIAL ACRES, BORON, CALIFORNIA CITY, CANTIL, FREMONT VALLEY, MOJAVE, NORTH EDWARDS"
"Region 79",3,B,79,Co,MONROE
"Region 790",3,T,790,Ne,"HARRINGTON PARK"
"Region 792",3,E,792,Ne,SAUQUOIT
"Region 794",6,D,794,Il,"MORTON GROVE, NILES, SKOKIE, DES PLAINES, GLENVIEW, EDISON PARK, EDGEBROOK, SAUGANASH, CHICAGO NORTHWEST, GOLF, LINCOLNWOOD, NORTHBROOK, PARK RIDGE, NORRIDGE, GOLFMAINE"
"Region 795",10,V,795,Ca,"CANOGA PARK, CHATSWORTH, NORTHRIDGE, PORTER RANCH, WEST HILLS"
"Region 796",5,B,796,Te,"ANDERSONVILLE, CLINTON, FAIRVIEW, JACKSBORO, LAFOLLETTE, NORRIS, ROCKY TOP"
"Region 797",1,N,797,Ca,"HOMELAND, NUEVO, PERRIS, ROMOLAND"
"Region 8",10,V,8,Ca,"ARLETA, CHATSWORTH, GRANADA HILLS, MISSION HILLS, NORTH HILLS, NORTHRIDGE, PACOIMA, RESEDA, SAN FERNANDO, SEPULVEDA, SYLMAR, VAN NUYS, SUNLAND, PANORAMA CITY, LAKE VIEW TERRACE, SUN VALLEY"
"Region 80",1,H,80,Ca,"PALM SPRINGS, RANCHO MIRAGE, THOUSAND PALMS"
"Region 800",12,C,800,Ne,"GRANTS, LAGUNA, MILAN, SAN RAFAEL, PUEBLO OF ACOMA, BACA"
"Region 8002",80,Z,8002,No,CHARLOTTE
"Region 801",13,I,801,Pe,"EAST BERLIN, YORK SPRINGS"
"Region 803",6,B,803,Wi,"EAU CLAIRE, ALTOONA, CHIPPEWA FALLS, TOWN OF WASHINGTON, CLEGHORN, ELEVA, FALL CREEK, ELK MOUND, OSSEO, CADOTT, COLFAX"
"Region 805",14,J,805,Fl,"FLORIDA CITY, HOMESTEAD, LEISURE CITY, MIAMI, NARANJA, PRINCETON, REDLANDS, CUTLER BAY"
"Region 808",1,S,808,Ne,PAHRUMP
"Region 809",12,A,809,Ar,"DOUGLAS, ELFRIDA, MCNEAL, PIRTLEVILLE"
"Region 813",1,H,813,Ca,"INDIO, COACHELLA, MECCA, LA QUINTA"
"Region 814",8,G,814,Mi,"BANCROFT, BYRON, CORUNNA, DURAND, GAINES, LENNON, MORRICE, PERRY, SWARTZ CREEK, VERNON, OWOSSO"
"Region 815",8,J,815,Mi,"BYRON CENTER, CALEDONIA, CUTLERVILLE, DORR, GAINES, JAMESTOWN, WAYLAND, WYOMING"
"Region 816",13,C,816,Vi,"AUGUSTA COUNTY, STAUNTON, WAYNESBORO"
"Region 817",8,G,817,Mi,"BENTLEY, GENESEE, KEARSLEY, MOUNT MORRIS"
"Region 818",7,A,818,Ha,"UPCOUNTRY MAUI"
"Region 82",10,W,82,Ca,"SANTA PAULA"
"Region 820",1,R,820,Ca,"CANYON LAKE, HOMELAND-PARTS OF, LAKE ELSINORE-PARTS , MENIFEE, QUAIL VALLEY, ROMOLAND-PARTS OF, SUN CITY, WILDOMAR-PARTS OF, WINCHESTER"
"Region 821",8,G,821,Mi,"MONTROSE, NEW LOTHROP"
"Region 823",8,G,823,Mi,"DAVISBURG, HOLLY, WHITE LAKE, FENTON, LAKE FENTON, GRAND BLANC, SPRINGFIELD TOWNSHIP, ROSE TOWNSHIP, GAINS, HIGHLAND, CLARKSTON, GROVELAND, GOODRICH"
"Region 825",8,F,825,Mi,"BAY CITY, BENTLEY, KAWKAWLIN, LINWOOD, PINCONNING, RHODES, STANDISH"
"Region 826",8,J,826,Mi,"GRANDVILLE, WALKER, WYOMING"
"Region 827",10,D,827,Ca,"MOJAVE, ROSAMOND"
"Region 829",3,G,829,Ne,"CHERRY VALLEY, JORDANVILLE, OWEN D. YOUNG C.S., PAINES HOLLOW, RICHFIELD SPRINGS, SPRINGFIELD, STARKVILLE, VANHORNESVILLE, WARREN"
"Region 83",10,Q,83,Ca,"ARROYO GRANDE, AVILA BEACH, FIVE CITIES, GROVER BEACH, GUADALUPE, HALCYON, NIPOMO, OCEANO, ORCUTT, PISMO BEACH, SAN LUIS OBISPO, SANTA MARIA, SHELL BEACH, SISQUOC"
"Region 834",3,B,834,Co,EASTON
"Region 835",9,R,835,Wy,EVANSTON
"Region 837",12,A,837,Ar,"AMADO, ARIVACA, CONTINENTAL, GREEN VALLEY, MCGEE RANCH, RANCHO SAHUARITA, SAHUARITA, SAHUARITA HEIGHTS, TUBAC, TUCSON, VAIL"
"Region 838",14,A,838,Fl,"CORAL GABLES, DORAL, DORAL BRANCH, KENDALL, KENDALL LAKES, MIAMI, MIAMI-SOUTH, MIAMI-WEST, OLYMPIA HEIGHTS, PINECRES, SWEETWATER, WESTCHESTER, WESTWOOD LAKE"
"Region 839",11,V,839,Ca,"JULIAN, SANTA YSABEL, SHELTER VALLEY, SPENCER VALLEY, WARNER SPRINGS, WYNOLA"
"Region 84",11,L,84,Ca,"MISSION VIEJO"
"Region 840",3,E,840,Ne,"CANASTOTA, DURHAMVILLE, MUNNSVILLE, ONEIDA, ONEIDA CASTLE, SHERRILL, STOCKBRIDGE, VERNON, VERNON CENTER, VERONA"
"Region 842",10,A,842,Ca,TAFT
"Region 843",2,F,843,Ne,"SMITH VALLEY, WELLINGTON"
"Region 846",11,Z,846,Ca,"CARSON, WILMINGTON"
"Region 85",11,L,85,Ca,"EL TORO, FOOTHILL RANCH, LAGUNA HILLS, LAKE FOREST, PORTOLA HILLS, TRABUCO CANYON, SILVERADO CANYON, MODJESKA CANYON, ROBINSON RANCH"
"Region 854",13,I,854,Pe,"CHAMBERSBURG, FAYETTEVILLE, MARION, SCOTLAND"
"Region 855",12,A,855,Ar,"MAMMOTH, ORACLE, SAN MANUEL"
"Region 859",13,I,859,Pe,"GREENCASTLE, MARION, SHADY GROVE, STATE LINE"
"Region 86",11,L,86,Ca,"LAGUNA BEACH"
"Region 860",13,I,860,Pe,"MERCERSBURG, ST THOMAS, FORT LOUDON"
"Region 861",13,D,861,Pe,"ACCIDENT, BITTINGER, FINZEL, FRIENDSVILLE, FROSTBURG, GRANTSVILLE, JENNINGS, KITZMILLER, MCHENRY, OAKLAND, SALISBURY, SPRINGS, SWANTON"
"Region 862",8,D,862,Mi,"BATH, ELSIE, LAINGSBURG, OVID, ST. JOHNS, PORTLAND, DEWITT"
"Region 863",6,H,863,Il,"ASHTON, CHANA, CRESTON, DAVIS JUNCTION, ESMOND, KINGS, LINDENWOOD, MONROE CENTER, ROCHELLE, STEWARD"
"Region 864",14,J,864,Fl,"ISLAMORADA, KEY LARGO, LAYTON, OCEAN REEF, PLANTATION KEY, TAVERNIER"
"Region 867",10,D,867,Ca,"LANCASTER, PALMDALE, LAKE LOS ANGELES"
"Region 87",11,L,87,Ca,"CAPISTRANO BEACH, DANA POINT, SAN JUAN CAPISTRANO, MONARCH BEACH"
"Region 870",2,S,870,Or,"ALBANY, BROWNSVILLE, HALSEY, JEFFERSON, LEBANON, SCIO, SHEDD, SWEETHOME, TANGENT, CORVALLIS"
"Region 872",8,A,872,Mi,"ASHTON, BRISTOL, CHASE, DIGHTON, EVART, HERSEY, LEROY, LUTHER, REED CITY, TUSTIN, MARION"
"Region 873",9,B,873,Ut,"MILFORD, KANARRAVILLE, CEDAR CITY, PAROWAN, ENOCH, NEW HARMONY"
"Region 875",6,N,875,Ne,"GERING, SCOTTSBLUFF"
"Region 878",10,D,878,Ca,"APPLE VALLEY, BALDY MESA, HESPERIA, OAK HILLS, SUMMIT VALLEY, CAJON PASS, OAK HILLS ESTATE, SUMMIT ESTATES"
"Region 879",13,A,879,Pe,GLENDALE
"Region 88",1,C,88,Ca,"ATWATER, EAGLE ROCK, GLENDALE, LA CANADA, LA CRESCENTA, MONTROSE, SHADOW HILLS, SUNLAND, TUJUNGA"
"Region 880",8,C,880,Mi,"BRUCE TOWNSHIP, LEONARD, OAKLAND TOWNSHIP, RAY TOWNSHIP, ROCHESTER, ROMEO, SHELBY TOWNSHIP, WASHINGTON, OXFORD"
"Region 884",2,D,884,Ca,"ANTELOPE, CARMICHAEL, CITRUS HEIGHTS, ELVERTA, NORTH HIGHLANDS, RIO LINDA, ROSEVILLE, SACRAMENTO"
"Region 887",2,S,887,Or,"ECHO, HEPPNER, HERMISTON, IRRIGON, PLYMOUTH, STANFIELD, UMATILLA"
"Region 889",11,L,889,Ca,"ALISO VIEJO, LAGUNA HILLS, LAGUNA NIGUEL, SOUTH LAGUNA BEACH"
"Region 89",11,V,89,Ca,"ALLIED GARDENS, CASA DE ORO, FLETCHER HILLS, LA MESA, SAN CARLOS"
"Region 890",5,D,890,Te,"MARSHALL COUNTY"
"Region 891",6,D,891,Il,"FT. SHERIDAN, HIGHLAND PARK, HIGHWOOD"
"Region 892",7,A,892,Ha,"HONOKOWAI, KAHANA, KAPALUA, LAHAINA, MAUI WEST, NAPILI, WEST MAUI"
"Region 894",5,C,894,Al,"HARVEST, MONROVIA, TONEY, NORTH OF HWY 72, EAST OF COUNTY LINE, MADISON, HUNTSVILLE, WEST OF RESEARCH PK"
"Region 895",7,A,895,Ha,"KIHEI, WAILEA"
"Region 9",10,E,9,Ca,"THOUSAND OAKS"
"Region 90",13,Y,90,Pe,"MUNCY, PENNSDALE"
"Region 901",14,J,901,Fl,"BIG COPPITT KEY, BIG PINE KEY, BIG TORCH KEY, CUDJOE KEY, KEY WEST, LITTLE TORCH KEY, MIDDLE TORCH KEY, NO NAME KEY, RAMROD KEY, STOCK ISLAND, SUGARLOAF KEY, SUGARLOAF SHORES, SUMMERLAND KEY"
"Region 902",8,A,902,Mi,"CEDAR SPRINGS, ROCKFORD, SAND LAKE, SPARTA"
"Region 908",1,C,908,Ca,"BALDWIN PARK, CITY OF INDUSTRY, EL MONTE, LA PUENTE, SOUTH EL MONTE"
"Region 909",13,I,909,Pe,"FORBES RD SCH DIST."
"Region 91",10,D,91,Ca,LANCASTER
"Region 913",6,B,913,Wi,"ALMA CENTER, BLACK RIVER FALLS, BLAIR, HIXTON, MELROSE, MERRILLAN, MINDORO, TAYLOR"
"Region 914",5,C,914,Al,"LIMESTONE CNTY EAST"
"Region 918",3,E,918,Ne,"CAMDEN, MCCONNELLSVILLE, NORTHBAY, SYLVAN BEACH, TABERG, BLOSSVALE, WESTDALE, CLEVELAND"
"Region 919",8,C,919,Mi,"HARRISTOWN TOWNSHIP, ST CLAIR SHORES, EASTPOINTE, CLINTON TOWNSHIP, MOUNT CLEMENS"
"Region 92",1,D,92,Ca,"EL SEGUNDO"
"Region 922",12,A,922,Ar,"ORO VALLEY, TUCSON, CATALINA"
"Region 923",9,I,923,Id,SALMON
"Region 928",12,C,928,Ne,"LOS LUNAS, LOS CHAVEZ, LAS MARAVILLAS, BOSQUE, JARALES, VEGUITA, LAS NUTRIAS, MOUNTAINAIR, TIERRA GRANDE, MANZANO, BELEN, TOME, EL CERRO, RIO COMMUNITIES, MEADOW LAKE"
"Region 929",13,K,929,Pe,"DALMATIA, HERNDON, LECKKILL, LINE MTN AREA, SHAMOKIN, TREVORTON, WEST CAMERON"
"Region 93",2,S,93,Or,"COTTAGE GROVE, CRESWELL, DEXTER, GOSHEN, LEABURG, LOWELL, MARCOLA, MCKENZIE BRIDGE, OAKRIDGE, PLEASANT HILL, SPRINGFIELD, THURSTON, VIDA, WALTERVILLE, WEST FIR, JASPER, FOOTBALL PLAYERS"
"Region 930",11,V,930,Ca,"BOULEVARD, CAMPO, DESCANSO, JACUMBA, PINE VALLEY, POTRERO"
"Region 933",8,E,933,Mi,"KALAMAZOO, LAWTON, SCHOOLCRAFT, PORTAGE, MATTAWAN, PAW PAW, OTHER"
"Region 94",11,E,94,Ca,"BREA-WEST, FULLERTON, LA HABRA"
"Region 940",7,A,940,Ha,"ELEELE-LIHUE-WAIMEA, HANAMAULU-HANAPEPE, KALAHEO-LAWAI, KEKAHA-MAKAWELI, KOLOA-KAUMAKANI, PUHI"
"Region 941",7,A,941,Ha,"HANALEI, KILAUEA, WAILUA, KAPAHI"
"Region 942",8,F,942,Mi,"AUGRES, TAWAS"
"Region 944",6,N,944,Ne,"HERSHEY, PAXTON, SUTHERLAND, WALLACE, NORTH PLATTE, DICKENS"
"Region 95",3,T,95,Ne,SOMERS
"Region 955",8,C,955,Mi,"EMMETT, MEMPHIS, SMITH CREEK, YALE, ARMADA"
"Region 956",10,O,956,Ca,"MARIPOSA COUNTY"
"Region 957",8,F,957,Mi,"AU SABLE, GREENBUSH, MIKADO, OSCODA"
"Region 96",11,Q,96,Ca,"IRVINE, NORTH TUSTIN, ORANGE, SANTA ANA, TUSTIN, TUSTIN RANCH"
"Region 965",3,L,965,Ne,"ACCORD, COTTEKILL, HIGH FLS, KERHONKSON, KINGSTON, MARBLETOWN, RONDOUT VLY, ROSENDALE, STONE RDG, TILLSON"
"Region 968",13,B,968,Pe,"LAMAR, MACKEYVILLE, MILL HALL, ROTE, SALONA, LOCK HAVEN, BEECH CREEK"
"Region 969",12,G,969,Ok,"CHOCTAW, DEL CITY, FOREST PARK, HARRAH, MIDWEST CITY, MOORE, OKLAHOMA CITY, SPENCER, TINKER AFB, NEWALLA"
"Region 9695",90,C,9695,Ca,"NSTC STAFF ONLY"
"Region 9696",90,A,9696,Ca,"CAMP STAFF ONLY"
"Region 9697",99,C,9697,Ca,TORRANCE
"Region 97",11,Q,97,Ca,"BALBOA PENINSULA, COSTA MESA - EAST, LIDO ISLAND, NEWPORT BEACH, NEWPORT BEACH (WEST)"
"Region 971",13,H,971,Pe,"ATLAS, DOOLEYVILLE, KULPMONT, LOCUST GAP, MARION HGTS, MT CARMEL, STRONG, WILBURTON"
"Region 975",13,B,975,Pe,"AARONSBURG, COBURN, COLYER, GREGG TOWNSHIP, HAINES TOWNSHIP, LIVONIA, MADISONBURG, PENN TOWNSHIP, POTTER TOWNSHIP, WOODWARD, CENTRE HALL, MILLHEIM, PENNS VALLEY, REBERSBURG, SPRING MILLS"
"Region 976",13,B,976,Pe,"LOGANTON, SUGAR VALLEY, TYLERSVILLE"
"Region 979",13,B,979,Pe,"BEECH CREEK, BLANCHARD, HOWARD, LIBERTY TWP, MARSH CREEK, MILL HALL, ORVISTON, ROMOLA"
"Region 98",1,C,98,Ca,"TEMPLE CITY"
"Region 980",6,A,980,Il,"BEACH PARK, GURNEE, KENOSHA, PLEASANT PRAIRIE, RUSSELL, WADSWORTH, WAUKEGAN, WINTHROP HARBOR, ZION"
"Region 981",9,B,981,Ut,FILLMORE
"Region 985",7,O,985,Ha,MOLOKAI
"Region 989",5,D,989,Te,"FULTON -SOUTH, MARTIN, OBION, TROY, UNION CITY, WOODLAND MILLS, KENTON, HORNBEAK"
"Region 991",5,C,991,Te,"ALTO, MONTEAGLE, SEWANEE, ST. ANDREWS, TRACY CITY"
"Region 994",6,U,994,Ka,"BREWSTER, COLBY, GRINNELL, MONUMENT, OAKLEY/GEM, REXFORD, WINONA, ATWOOD"
"Region 995",2,F,995,Ne,"CRYSTAL BAY, INCLINE VILLAGE"
"Region 996",13,D,996,Pe,"ADAMS TOWNSHIP, BEAVERDALE, CROYLE TOWNSHIP, DUNLO, ELTON, JOHNSTOWN, MINERAL POINT, PORTAGE, PORTAGE TOWNSHIP, RICHLAND TOWNSHIP, SALIX, SIDMAN, SOUTH FORK, ST. MICHAEL, SUMMERHILL, SUMMERHILL TOWNSHIP, WILMORE, WINDBER"
"Region 998",13,I,998,Pe,MCCONNELLSBURG
